c_hlevel;c_fullname;c_name;c_synonym_cd;c_visualattributes;c_totalnum;c_basecode;c_metadataxml;c_facttablecolumn;c_tablename;c_columnname;c_columndatatype;c_operator;c_dimcode;c_comment;c_tooltip;m_applied_path;update_date;download_date;import_date;sourcesystem_cd;valuetype_cd;m_exclusion_cd;c_path;c_symbol
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781322295\;NDC:00781322295;N;LI ;NULL;NDC:00781322295;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781322295\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:00781322295;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:00781322295:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330185\;NDC:00781330185;N;LI ;NULL;NDC:00781330185;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330185\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:00781330185;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:00781330185:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330195\;NDC:00781330195;N;LI ;NULL;NDC:00781330195;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330195\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:00781330195;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:00781330195:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330285\;NDC:00781330285;N;LI ;NULL;NDC:00781330285;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330285\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:00781330285;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:00781330285:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330295\;NDC:00781330295;N;LI ;NULL;NDC:00781330295;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\00781330295\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:00781330295;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:00781330295:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000300\;NDC:10402000300;N;LI ;NULL;NDC:10402000300;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000300\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:10402000300;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:10402000300:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000303\;NDC:10402000303;N;LI ;NULL;NDC:10402000303;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000303\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:10402000303;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:10402000303:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000350\;NDC:10402000350;N;LI ;NULL;NDC:10402000350;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402000350\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:10402000350;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:10402000350:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402001010\;NDC:10402001010;N;LI ;NULL;NDC:10402001010;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\10402001010\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:10402001010;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:10402001010:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005300\;NDC:17101005300;N;LI ;NULL;NDC:17101005300;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005300\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:17101005300;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:17101005300:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005301\;NDC:17101005301;N;LI ;NULL;NDC:17101005301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:17101005301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:17101005301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005400\;NDC:17101005400;N;LI ;NULL;NDC:17101005400;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005400\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:17101005400;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:17101005400:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005403\;NDC:17101005403;N;LI ;NULL;NDC:17101005403;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\17101005403\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:17101005403;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:17101005403:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\25021012120\;NDC:25021012120;N;LI ;NULL;NDC:25021012120;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\25021012120\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:25021012120;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:25021012120:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\25021012166\;NDC:25021012166;N;LI ;NULL;NDC:25021012166;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\25021012166\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:25021012166;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:25021012166:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\309057\;Retired RxCUI:309057;N;LI ;NULL;RXNORM:309057;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\309057\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepime\cefepime Injection\cefepime 500 MG Injection\Retired RxCUI:309057;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:309057:retired:scd/sbd;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\44567024010\;NDC:44567024010;N;LI ;NULL;NDC:44567024010;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\44567024010\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:44567024010;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:44567024010:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005301\;NDC:51479005301;N;LI ;NULL;NDC:51479005301;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005301\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005301;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005301:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005310\;NDC:51479005310;N;LI ;NULL;NDC:51479005310;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005310\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005310;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005310:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005401\;NDC:51479005401;N;LI ;NULL;NDC:51479005401;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005401\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005401;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005401:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005402\;NDC:51479005402;N;LI ;NULL;NDC:51479005402;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005402\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005402;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005402:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005403\;NDC:51479005403;N;LI ;NULL;NDC:51479005403;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005403\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005403;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005403:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005410\;NDC:51479005410;N;LI ;NULL;NDC:51479005410;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005410\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005410;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005410:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005420\;NDC:51479005420;N;LI ;NULL;NDC:51479005420;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005420\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005420;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005420:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005430\;NDC:51479005430;N;LI ;NULL;NDC:51479005430;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\51479005430\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:51479005430;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:51479005430:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55154105605\;NDC:55154105605;N;LI ;NULL;NDC:55154105605;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55154105605\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55154105605;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55154105605:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073120\;NDC:55961073120;N;LI ;NULL;NDC:55961073120;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073120\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073120;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073120:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073199\;NDC:55961073199;N;LI ;NULL;NDC:55961073199;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073199\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073199;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073199:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073218\;NDC:55961073218;N;LI ;NULL;NDC:55961073218;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073218\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073218;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073218:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073220\;NDC:55961073220;N;LI ;NULL;NDC:55961073220;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073220\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073220;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073220:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073228\;NDC:55961073228;N;LI ;NULL;NDC:55961073228;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073228\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073228;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073228:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073289\;NDC:55961073289;N;LI ;NULL;NDC:55961073289;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073289\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073289;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073289:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073295\;NDC:55961073295;N;LI ;NULL;NDC:55961073295;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073295\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073295;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073295:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073299\;NDC:55961073299;N;LI ;NULL;NDC:55961073299;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\55961073299\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:55961073299;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:55961073299:ndc:ndc;MEDS;NULL;NULL;NULL
9;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\60505067800\;NDC:60505067800;N;LI ;NULL;NDC:60505067800;NULL;concept_cd;concept_dimension;concept_path;T;LIKE;\ACT\UMLS_C0031437\SNOMED_3947185011\UMLS_C0087111\UMLS_C0013227\UMLS_C0003232\20481\1665087\1665097\60505067800\;UPitt.DBMI.MMorris RxNav API 2018.09.30;Medications VA Classes\Antimicrobials\Penicillins and beta-lactam antimicrobials\Cephalosporin 4th generation\cefepimecefepime Injectioncefepime 500 MG Injection\cefepime 500 MG Injection\NDC:60505067800;@;2020-04-15;2020-04-15;2020-04-15;buildmedont.py:60505067800:ndc:ndc;MEDS;NULL;NULL;NULL
